Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
5155,NYG,2008,2008-10-13,8:41,8:41,@,CLE,6,5,Mon,L 14-35,,20,0,0,0
5156,NYG,2009,2009-12-13,8:30,8:30,,PHI,14,13,Sun,L 38-45,,20,0,0,0
5157,NYG,2010,2011-01-02,4:16,4:16,@,WAS,17,16,Sun,W 17-14,,20,0,0,0
5158,NYG,2012,2012-12-03,8:40,8:40,@,WAS,13,12,Mon,L 16-17,,20,13,7,0
5159,NYG,2014,2014-09-08,7:11,7:11,@,DET,1,1,Mon,L 14-35,,20,5,14,1
5160,NYG,2014,2014-09-21,1:02,1:02,,HOU,3,3,Sun,W 30-17,,20,4,14,2
5161,NYG,2014,2014-10-05,1:03,1:03,,ATL,5,5,Sun,W 30-20,,20,5,13,2
5162,NYG,2014,2014-10-19,4:25,3:25,@,DAL,7,7,Sun,L 21-31,,20,8,12,0
5163,NYG,2014,2014-11-16,1:03,1:03,,SFO,11,10,Sun,L 10-16,,20,9,10,1
5164,NYG,2016,2016-09-25,1:02,1:02,,WAS,3,3,Sun,L 27-29,,20,5,13,2
5165,NYG,2016,2016-10-23,9:31,2:31,@,LAR,7,7,Sun,W 17-10,,20,4,15,1
5166,NYG,2016,2016-12-04,4:25,4:25,@,PIT,13,12,Sun,L 14-24,,20,5,15,0
5167,NYG,2017,2017-10-01,4:05,4:05,@,TAM,4,4,Sun,L 23-25,,20,6,14,0
5168,NYG,2017,2017-10-15,8:30,6:30,@,DEN,6,6,Sun,W 23-10,,20,4,14,2
5169,NYG,2017,2017-11-05,1:00,1:00,,LAR,9,8,Sun,L 17-51,,20,8,10,2
5170,NYG,2018,2018-10-28,1:00,1:00,,WAS,8,8,Sun,L 13-20,,20,6,10,4
5171,NYG,2019,2019-11-24,1:00,12:00,@,CHI,12,11,Sun,L 14-19,,20,5,14,1
5172,NYJ,2000,2000-10-23,9:10,9:10,,MIA,8,7,Mon,W 40-37,OT,20,0,0,0
5173,NYJ,2002,2002-09-29,1:02,1:02,@,JAX,4,4,Sun,L 3-28,,20,0,0,0
5174,NYJ,2002,2002-12-15,1:05,12:05,@,CHI,15,14,Sun,L 13-20,,20,0,0,0
5175,NYJ,2003,2003-11-23,1:03,1:03,,JAX,12,11,Sun,W 13-10,,20,0,0,0
5176,NYJ,2003,2003-12-28,1:03,1:03,@,MIA,17,16,Sun,L 21-23,,20,0,0,0
5177,NYJ,2005,2005-10-09,1:03,1:03,,TAM,5,5,Sun,W 14-12,,20,0,0,0
5178,NYJ,2007,2007-10-14,1:02,1:02,,PHI,6,6,Sun,L 9-16,,20,0,0,0
5179,NYJ,2008,2008-09-22,8:40,5:40,@,SDG,3,3,Mon,L 29-48,,20,0,0,0
5180,NYJ,2009,2009-10-18,4:15,4:15,,BUF,6,6,Sun,L 13-16,OT,20,0,0,0
5181,NYJ,2010,2010-09-13,7:26,7:26,,BAL,1,1,Mon,L 9-10,,20,0,0,0
5182,NYJ,2010,2010-09-19,4:16,4:16,,NWE,2,2,Sun,W 28-14,,20,0,0,0
5183,NYJ,2011,2011-12-18,4:16,4:16,@,PHI,15,14,Sun,L 19-45,,20,9,10,1
5184,NYJ,2012,2012-09-09,1:03,1:03,,BUF,1,1,Sun,W 48-28,,20,6,13,1
5185,NYJ,2012,2012-11-11,4:06,1:06,@,SEA,10,9,Sun,L 7-28,,20,7,11,2
5186,NYJ,2013,2013-10-27,4:06,4:06,@,CIN,8,8,Sun,L 9-49,,20,3,16,1
5187,NYJ,2015,2015-10-25,1:02,1:02,@,NWE,7,6,Sun,L 23-30,,20,3,17,0
5188,NYJ,2015,2015-11-29,1:02,1:02,,MIA,12,11,Sun,W 38-20,,20,0,19,1
5189,NYJ,2016,2016-11-06,1:00,1:00,@,MIA,9,9,Sun,L 23-27,,20,7,9,4
5190,NYJ,2017,2017-10-01,1:00,1:00,,JAX,4,4,Sun,W 23-20,OT,20,9,8,3
5191,NYJ,2018,2018-09-10,7:10,7:10,@,DET,1,1,Mon,W 48-17,,20,2,15,3
5192,NYJ,2018,2018-09-20,8:20,8:20,@,CLE,3,3,Thu,L 17-21,,20,9,10,1
5193,NYJ,2021,2021-11-21,1:00,1:00,,MIA,11,10,Sun,L 17-24,,20,5,13,2
5194,TEN,2000,2000-09-24,1:01,1:01,@,PIT,4,3,Sun,W 23-20,,20,0,0,0
5195,TEN,2001,2001-11-04,1:03,12:03,,JAX,8,7,Sun,W 28-24,,20,0,0,0
5196,TEN,2001,2001-11-25,1:05,12:05,,PIT,11,10,Sun,L 24-34,,20,0,0,0
5197,TEN,2001,2001-12-22,9:00,6:00,@,OAK,15,14,Sat,W 13-10,,20,0,0,0
5198,TEN,2002,2002-11-17,1:03,12:03,,PIT,11,10,Sun,W 31-23,,20,0,0,0
5199,TEN,2003,2003-09-14,1:00,12:00,@,IND,2,2,Sun,L 7-33,,20,0,0,0
5200,TEN,2004,2004-10-24,1:00,12:00,@,MIN,7,7,Sun,L 3-20,,20,0,0,0
5201,TEN,2004,2004-12-19,4:15,1:15,@,OAK,15,14,Sun,L 35-40,,20,0,0,0
5202,TEN,2006,2006-10-08,1:02,1:02,@,IND,5,5,Sun,L 13-14,,20,0,0,0
5203,TEN,2006,2006-12-03,1:03,12:03,,IND,13,12,Sun,W 20-17,,20,0,0,0
5204,TEN,2007,2007-12-09,1:02,12:02,,SDG,14,13,Sun,L 17-23,OT,20,0,0,0
5205,TEN,2011,2011-09-11,1:05,1:05,@,JAX,1,1,Sun,L 14-16,,20,10,9,1
5206,TEN,2011,2011-11-06,4:05,3:05,,CIN,9,8,Sun,L 17-24,,20,7,11,2
5207,TEN,2012,2012-12-09,1:02,1:02,@,IND,14,13,Sun,L 23-27,,20,7,11,2
5208,TEN,2012,2012-12-17,8:40,7:40,,NYJ,15,14,Mon,W 14-10,,20,8,8,4
5209,TEN,2013,2013-10-06,1:03,12:03,,KAN,5,5,Sun,L 17-26,,20,7,10,3
5210,TEN,2015,2015-09-27,1:03,12:03,,IND,3,3,Sun,L 33-35,,20,9,10,1
5211,TEN,2015,2015-12-06,1:02,12:02,,JAX,13,12,Sun,W 42-39,,20,3,17,0
5212,TEN,2015,2016-01-03,1:02,1:02,@,IND,17,16,Sun,L 24-30,,20,8,11,1
5213,TEN,2016,2017-01-01,1:00,12:00,,HOU,17,16,Sun,W 24-17,,20,6,13,1
5214,TEN,2017,2017-09-17,1:00,1:00,@,JAX,2,2,Sun,W 37-16,,20,6,13,1
5215,TEN,2017,2017-12-24,1:00,12:00,,LAR,16,15,Sun,L 23-27,,20,5,14,1
5216,TEN,2019,2019-12-29,4:25,3:25,@,HOU,17,16,Sun,W 35-14,,20,9,11,0
5217,TEN,2020,2020-12-13,1:00,1:00,@,JAX,14,13,Sun,W 31-10,,20,3,16,1
5218,PHI,2000,2000-11-26,1:01,1:01,@,WAS,13,13,Sun,W 23-20,,20,0,0,0
5219,PHI,2001,2001-11-04,4:05,2:05,@,ARI,8,7,Sun,W 21-7,,20,0,0,0
5220,PHI,2003,2003-10-05,4:15,4:15,,WAS,5,4,Sun,W 27-25,,20,0,0,0
5221,PHI,2003,2003-11-16,1:01,1:01,,NYG,11,10,Sun,W 28-10,,20,0,0,0
5222,PHI,2004,2004-12-05,4:15,4:15,,GNB,13,12,Sun,W 47-17,,20,0,0,0
5223,PHI,2006,2006-10-02,8:40,8:40,,GNB,4,4,Mon,W 31-9,,20,0,0,0
5224,PHI,2006,2006-12-10,1:03,1:03,@,WAS,14,13,Sun,W 21-19,,20,0,0,0
5225,PHI,2007,2007-09-23,1:02,1:02,,DET,3,3,Sun,W 56-21,,20,0,0,0
5226,PHI,2007,2007-10-28,1:05,12:05,@,MIN,8,7,Sun,W 23-16,,20,0,0,0
5227,PHI,2008,2008-09-15,8:40,7:40,@,DAL,2,2,Mon,L 37-41,,20,0,0,0
5228,PHI,2010,2010-10-17,1:02,1:02,,ATL,6,6,Sun,W 31-17,,20,0,0,0
5229,PHI,2010,2010-12-19,1:03,1:03,@,NYG,15,14,Sun,W 38-31,,20,0,0,0
5230,PHI,2011,2011-09-18,8:30,8:30,@,ATL,2,2,Sun,L 31-35,,20,5,14,1
5231,PHI,2012,2012-09-30,8:30,8:30,,NYG,4,4,Sun,W 19-17,,20,2,14,4
5232,PHI,2012,2012-11-05,8:40,7:40,@,NOR,9,8,Mon,L 13-28,,20,5,14,1
5233,PHI,2014,2014-09-28,4:25,1:25,@,SFO,4,4,Sun,L 21-26,,20,8,8,4
5234,PHI,2017,2017-12-03,8:30,5:30,@,SEA,13,12,Sun,L 10-24,,20,4,12,4
5235,PHI,2020,2020-11-30,8:15,8:15,,SEA,12,11,Mon,L 17-23,,20,4,11,5
5236,PHI,2020,2020-12-06,4:25,3:25,@,GNB,13,12,Sun,L 16-30,,20,6,14,0
5237,PHI,2020,2020-12-13,4:25,4:25,,NOR,14,13,Sun,W 24-21,,20,5,15,0
5238,PIT,2000,2000-11-19,8:35,8:35,,JAX,12,11,Sun,L 24-34,,20,0,0,0
5239,PIT,2000,2000-12-03,1:01,1:01,,OAK,14,13,Sun,W 21-20,,20,0,0,0
5240,PIT,2000,2000-12-10,1:03,1:03,@,NYG,15,14,Sun,L 10-30,,20,0,0,0
5241,PIT,2002,2002-09-09,9:12,9:12,@,NWE,1,1,Mon,L 14-30,,20,0,0,0
5242,PIT,2004,2004-10-17,4:15,3:15,@,DAL,6,6,Sun,W 24-20,,20,0,0,0
5243,PIT,2004,2004-12-05,8:35,8:35,@,JAX,13,12,Sun,W 17-16,,20,0,0,0
5244,PIT,2005,2005-10-10,9:00,6:00,@,SDG,5,4,Mon,W 24-22,,20,0,0,0
5245,PIT,2005,2005-10-23,1:02,1:02,@,CIN,7,6,Sun,W 27-13,,20,0,0,0
5246,PIT,2005,2005-10-31,9:07,9:07,,BAL,8,7,Mon,W 20-19,,20,0,0,0
5247,PIT,2007,2007-11-18,4:05,4:05,@,NYJ,11,10,Sun,L 16-19,OT,20,0,0,0
5248,PIT,2008,2008-09-07,1:02,1:02,,HOU,1,1,Sun,W 38-17,,20,0,0,0
5249,PIT,2009,2009-12-27,1:02,1:02,,BAL,16,15,Sun,W 23-20,,20,0,0,0
5250,PIT,2009,2010-01-03,1:02,1:02,@,MIA,17,16,Sun,W 30-24,,20,0,0,0
5251,PIT,2011,2011-10-09,1:02,1:02,,TEN,5,5,Sun,W 38-17,,20,6,11,3
5252,PIT,2012,2012-09-09,8:31,6:31,@,DEN,1,1,Sun,L 19-31,,20,8,11,1
5253,PIT,2014,2014-09-21,8:31,8:31,@,CAR,3,3,Sun,W 37-19,,20,3,14,3
5254,PIT,2014,2014-10-20,8:30,8:30,,HOU,7,7,Mon,W 30-23,,20,6,12,2
5255,PIT,2014,2014-11-30,1:02,1:02,,NOR,13,12,Sun,L 32-35,,20,5,13,2
5256,PIT,2014,2014-12-14,1:02,1:02,@,ATL,15,14,Sun,W 27-20,,20,4,15,1
5257,PIT,2015,2015-11-15,1:04,1:04,,CLE,10,10,Sun,W 30-9,,20,2,16,2
5258,PIT,2015,2015-12-20,4:25,4:25,,DEN,15,14,Sun,W 34-27,,20,4,14,2
5259,PIT,2016,2016-11-13,4:25,4:25,,DAL,10,9,Sun,L 30-35,,20,7,11,2
5260,PIT,2017,2017-09-10,1:00,1:00,@,CLE,1,1,Sun,W 21-18,,20,3,12,5
5261,PIT,2018,2018-12-09,4:25,1:25,@,OAK,14,13,Sun,L 21-24,,20,3,17,0
5262,PIT,2020,2020-09-14,7:15,7:15,@,NYG,1,1,Mon,W 26-16,,20,2,16,2
5263,PIT,2020,2020-10-11,1:00,1:00,,PHI,5,4,Sun,W 38-29,,20,4,14,2
5264,PIT,2021,2021-11-08,8:15,8:15,,CHI,9,8,Mon,W 29-27,,20,7,11,2
5265,PIT,2021,2022-01-09,1:00,1:00,@,BAL,18,17,Sun,W 16-13,OT,20,14,5,1
5266,OAK,2000,2000-10-15,1:00,12:00,@,KAN,7,6,Sun,W 20-17,,20,0,0,0
5267,OAK,2003,2003-09-07,8:51,7:51,@,TEN,1,1,Sun,L 20-25,,20,0,0,0
5268,OAK,2003,2003-09-22,9:09,7:09,@,DEN,3,3,Mon,L 10-31,,20,0,0,0
5269,OAK,2003,2003-10-12,1:03,1:03,@,CLE,6,6,Sun,L 7-13,,20,0,0,0
5270,OAK,2003,2003-11-30,4:15,1:15,,DEN,13,12,Sun,L 8-22,,20,0,0,0
5271,OAK,2003,2003-12-28,4:15,1:15,@,SDG,17,16,Sun,L 14-21,,20,0,0,0
5272,OAK,2004,2004-10-03,1:02,12:02,@,HOU,4,4,Sun,L 17-30,,20,0,0,0
5273,OAK,2004,2004-10-24,4:15,1:15,,NOR,7,7,Sun,L 26-31,,20,0,0,0
5274,OAK,2006,2006-11-06,8:40,5:40,@,SEA,9,8,Mon,L 0-16,,20,0,0,0
5275,OAK,2007,2007-12-16,4:05,1:05,,IND,15,14,Sun,L 14-21,,20,0,0,0
5276,OAK,2008,2008-11-16,1:02,1:02,@,MIA,11,10,Sun,L 15-17,,20,0,0,0
5277,OAK,2009,2009-11-01,4:05,1:05,@,SDG,8,8,Sun,L 16-24,,20,0,0,0
5278,OAK,2011,2011-11-06,4:05,1:05,,DEN,9,8,Sun,L 24-38,,20,12,4,4
5279,OAK,2011,2011-11-10,8:29,5:29,@,SDG,10,9,Thu,W 24-17,,20,5,13,2
5280,OAK,2011,2011-11-20,1:05,12:05,@,MIN,11,10,Sun,W 27-21,,20,4,9,7
5281,OAK,2013,2013-10-27,4:05,1:05,,PIT,8,7,Sun,W 21-18,,20,5,13,2
5282,OAK,2014,2014-09-07,1:02,1:02,@,NYJ,1,1,Sun,L 14-19,,20,10,9,1
5283,OAK,2014,2014-09-14,4:25,1:25,,HOU,2,2,Sun,L 14-30,,20,9,9,2
5284,OAK,2015,2015-12-13,4:05,2:05,@,DEN,14,13,Sun,W 15-12,,20,3,14,3
5285,OAK,2016,2016-12-24,4:05,1:05,,IND,16,15,Sat,W 33-25,,20,5,14,1
5286,OAK,2017,2017-10-15,4:25,1:25,,LAC,6,6,Sun,L 16-17,,20,5,15,0
5287,OAK,2018,2018-09-16,4:25,2:25,@,DEN,2,2,Sun,L 19-20,,20,10,9,1
5288,LVR,2020,2020-11-15,4:05,1:05,,DEN,10,9,Sun,W 37-12,,20,4,14,2
5289,LVR,2021,2021-09-13,8:15,5:15,,BAL,1,1,Mon,W 33-27,OT,20,8,11,1
5290,STL,2000,2000-12-03,1:04,1:04,@,CAR,14,13,Sun,L 3-16,,20,0,0,0
5291,STL,2001,2001-12-02,4:15,4:15,@,ATL,12,11,Sun,W 35-6,,20,0,0,0
5292,STL,2002,2002-10-13,4:15,3:15,,OAK,6,6,Sun,W 28-13,,20,0,0,0
5293,STL,2002,2002-12-15,8:35,7:35,,ARI,15,14,Sun,W 30-28,,20,0,0,0
5294,STL,2003,2003-09-14,1:02,12:02,,SFO,2,2,Sun,W 27-24,OT,20,0,0,0
5295,STL,2003,2003-09-21,4:06,1:06,@,SEA,3,3,Sun,L 23-24,,20,0,0,0
5296,STL,2004,2004-10-10,4:15,1:15,@,SEA,5,5,Sun,W 33-27,OT,20,0,0,0
5297,STL,2004,2004-11-14,1:02,12:02,,SEA,10,9,Sun,W 23-12,,20,0,0,0
5298,STL,2006,2006-09-24,4:15,1:15,@,ARI,3,3,Sun,W 16-14,,20,0,0,0
5299,STL,2006,2006-10-08,1:02,12:02,@,GNB,5,5,Sun,W 23-20,,20,0,0,0
5300,STL,2006,2006-10-15,1:02,12:02,,SEA,6,6,Sun,L 28-30,,20,0,0,0
5301,STL,2006,2006-11-19,1:02,1:02,@,CAR,11,10,Sun,L 0-15,,20,0,0,0
5302,STL,2006,2006-11-26,1:02,12:02,,SFO,12,11,Sun,W 20-17,,20,0,0,0
5303,STL,2006,2006-12-17,4:15,1:15,@,OAK,15,14,Sun,W 20-0,,20,0,0,0
5304,STL,2007,2007-10-28,1:00,12:00,,CLE,8,8,Sun,L 20-27,,20,0,0,0
5305,STL,2010,2010-10-10,12:56,12:56,@,DET,5,5,Sun,L 6-44,,20,0,0,0
5306,STL,2011,2011-10-16,1:02,12:02,@,GNB,6,5,Sun,L 3-24,,20,7,12,1
5307,STL,2012,2012-09-23,1:04,12:04,@,CHI,3,3,Sun,L 6-23,,20,8,10,2
5308,STL,2012,2012-10-04,8:20,7:20,,ARI,5,5,Thu,W 17-3,,20,4,13,3
5309,STL,2013,2013-12-01,4:05,1:05,@,SFO,13,12,Sun,L 13-23,,20,2,12,6
5310,STL,2013,2013-12-29,4:26,1:26,@,SEA,17,16,Sun,L 9-27,,20,7,8,5
5311,STL,2014,2014-11-02,4:05,1:05,@,SFO,9,8,Sun,W 13-10,,20,4,12,4
5312,LAR,2016,2016-10-16,1:02,1:02,@,DET,6,6,Sun,L 28-31,,20,6,12,2
5313,LAR,2016,2016-12-04,1:00,1:00,@,NWE,13,12,Sun,L 10-26,,20,6,14,0
5314,LAR,2018,2018-09-10,10:20,7:20,@,OAK,1,1,Mon,W 33-13,,20,7,11,2
5315,LAR,2018,2018-10-07,4:25,1:25,@,SEA,5,5,Sun,W 33-31,,20,8,9,3
5316,LAR,2020,2020-11-15,4:25,1:25,,SEA,10,9,Sun,W 23-16,,20,6,13,1
5317,LAR,2020,2020-11-23,8:15,8:15,@,TAM,11,10,Mon,W 27-24,,20,4,14,2
5318,LAR,2021,2021-11-15,8:15,5:15,@,SFO,10,10,Mon,L 10-31,,20,10,9,1
5319,BAL,2001,2001-11-12,9:08,8:08,@,TEN,9,9,Mon,W 16-10,,20,0,0,0
5320,BAL,2002,2002-11-10,1:02,1:02,,CIN,10,9,Sun,W 38-27,,20,0,0,0
5321,BAL,2003,2003-11-02,1:02,1:02,,JAX,9,8,Sun,W 24-17,,20,0,0,0
5322,BAL,2004,2004-12-26,1:01,1:01,@,PIT,16,15,Sun,L 7-20,,20,0,0,0
5323,BAL,2005,2005-11-13,1:01,1:01,@,JAX,10,9,Sun,L 3-30,,20,0,0,0
5324,BAL,2006,2006-10-15,1:02,1:02,,CAR,6,6,Sun,L 21-23,,20,0,0,0
5325,BAL,2009,2009-09-20,4:15,1:15,@,SDG,2,2,Sun,W 31-26,,20,0,0,0
5326,BAL,2009,2009-11-08,1:02,1:02,@,CIN,9,8,Sun,L 7-17,,20,0,0,0
5327,BAL,2009,2009-11-22,1:02,1:02,,IND,11,10,Sun,L 15-17,,20,0,0,0
5328,BAL,2009,2010-01-03,4:15,1:15,@,OAK,17,16,Sun,W 21-13,,20,0,0,0
5329,BAL,2010,2011-01-02,1:02,1:02,,CIN,17,16,Sun,W 13-7,,20,0,0,0
5330,BAL,2011,2011-09-11,1:05,1:05,,PIT,1,1,Sun,W 35-7,,20,4,15,1
5331,BAL,2011,2011-11-06,8:30,8:30,@,PIT,9,8,Sun,W 23-20,,20,5,15,0
5332,BAL,2012,2012-09-10,7:10,7:10,,CIN,1,1,Mon,W 44-13,,20,9,10,1
5333,BAL,2012,2012-09-27,8:30,8:30,,CLE,4,4,Thu,W 23-16,,20,1,17,2
5334,BAL,2014,2014-09-28,1:02,1:02,,CAR,4,4,Sun,W 38-10,,20,2,16,2
5335,BAL,2016,2016-12-12,8:30,8:30,@,NWE,14,13,Mon,L 23-30,,20,6,13,1
5336,BAL,2017,2017-09-17,1:00,1:00,,CLE,2,2,Sun,W 24-10,,20,6,12,2
5337,BAL,2017,2017-11-27,8:30,8:30,,HOU,12,11,Mon,W 23-16,,20,4,11,5
5338,BAL,2018,2018-10-07,1:00,1:00,@,CLE,5,5,Sun,L 9-12,OT,20,6,13,1
5339,BAL,2019,2019-10-20,4:25,1:25,@,SEA,7,7,Sun,W 30-16,,20,8,10,2
5340,BAL,2020,2020-09-13,1:00,1:00,,CLE,1,1,Sun,W 38-6,,20,6,10,4
5341,BAL,2020,2020-11-08,1:00,1:00,@,IND,9,8,Sun,W 24-10,,20,7,11,2
5342,BAL,2021,2021-12-12,1:00,1:00,@,CLE,14,13,Sun,L 22-24,,20,7,10,3
5343,BAL,2021,2022-01-02,4:25,4:25,,LAR,17,16,Sun,L 19-20,,20,6,14,0
5344,SDG,2002,2002-10-06,4:05,2:05,@,DEN,5,5,Sun,L 9-26,,20,0,0,0
5345,SDG,2002,2002-12-01,4:05,1:05,,DEN,13,12,Sun,W 30-27,OT,20,0,0,0
5346,SDG,2003,2003-10-19,1:02,1:02,@,CLE,7,6,Sun,W 26-20,,20,0,0,0
5347,SDG,2004,2004-09-12,1:05,12:05,@,HOU,1,1,Sun,W 27-20,,20,0,0,0
5348,SDG,2004,2004-10-24,1:02,1:02,@,CAR,7,7,Sun,W 17-6,,20,0,0,0
5349,SDG,2004,2004-11-28,1:00,12:00,@,KAN,12,11,Sun,W 34-31,,20,0,0,0
5350,SDG,2005,2005-12-24,1:00,12:00,@,KAN,16,15,Sat,L 7-20,,20,0,0,0
5351,SDG,2006,2006-11-19,8:21,6:21,@,DEN,11,10,Sun,W 35-27,,20,0,0,0
5352,SDG,2007,2007-09-23,1:02,12:02,@,GNB,3,3,Sun,L 24-31,,20,0,0,0
5353,SDG,2008,2008-09-07,4:15,1:15,,CAR,1,1,Sun,L 24-26,,20,0,0,0
5354,SDG,2008,2008-11-30,4:05,1:05,,ATL,13,12,Sun,L 16-22,,20,0,0,0
5355,SDG,2008,2008-12-21,1:02,1:02,@,TAM,16,15,Sun,W 41-24,,20,0,0,0
5356,SDG,2010,2010-09-19,4:15,1:15,,JAX,2,2,Sun,W 38-13,,20,0,0,0
5357,SDG,2010,2010-10-17,1:00,12:00,@,STL,6,6,Sun,L 17-20,,20,0,0,0
5358,SDG,2011,2011-11-10,8:29,5:29,,OAK,10,9,Thu,L 17-24,,20,8,11,1
5359,SDG,2015,2015-09-20,1:03,1:03,@,CIN,2,2,Sun,L 19-24,,20,9,8,3
5360,SDG,2015,2015-10-04,4:05,1:05,,CLE,4,4,Sun,W 30-27,,20,2,16,2
5361,SDG,2015,2015-11-29,1:03,1:03,@,JAX,12,11,Sun,W 31-25,,20,4,15,1
5362,SDG,2016,2016-09-18,4:25,1:25,,JAX,2,2,Sun,W 38-14,,20,6,13,1
5363,SDG,2016,2016-12-04,4:25,1:25,,TAM,13,12,Sun,L 21-28,,20,5,14,1
5364,LAC,2017,2017-11-12,1:00,1:00,@,JAX,10,9,Sun,L 17-20,OT,20,3,14,3
5365,LAC,2017,2017-12-16,8:25,7:25,@,KAN,15,14,Sat,L 13-30,,20,9,7,4
5366,LAC,2019,2019-09-22,4:25,1:25,,HOU,3,3,Sun,L 20-27,,20,3,15,2
5367,LAC,2020,2020-11-22,4:05,1:05,,NYJ,11,10,Sun,W 34-28,,20,6,9,5
5368,LAC,2021,2021-11-07,4:05,4:05,@,PHI,9,8,Sun,W 27-24,,20,13,7,0
5369,LAC,2021,2021-12-12,4:05,1:05,,NYG,14,13,Sun,W 37-21,,20,10,8,2
5370,SEA,2000,2000-12-03,1:05,1:05,@,ATL,14,13,Sun,W 30-10,,20,0,0,0
5371,SEA,2000,2000-12-10,4:05,2:05,@,DEN,15,14,Sun,L 24-31,,20,0,0,0
5372,SEA,2001,2001-10-14,4:16,1:16,,DEN,5,5,Sun,W 34-21,,20,0,0,0
5373,SEA,2001,2001-11-11,8:36,5:36,,OAK,9,8,Sun,W 34-27,,20,0,0,0
5374,SEA,2001,2001-12-09,8:35,6:35,@,DEN,13,12,Sun,L 7-20,,20,0,0,0
5375,SEA,2002,2002-12-08,4:05,1:05,,PHI,14,13,Sun,L 20-27,,20,0,0,0
5376,SEA,2003,2003-09-07,4:18,1:18,,NOR,1,1,Sun,W 27-10,,20,0,0,0
5377,SEA,2003,2003-11-16,4:16,1:16,,DET,11,10,Sun,W 35-14,,20,0,0,0
5378,SEA,2003,2003-11-23,1:02,1:02,@,BAL,12,11,Sun,L 41-44,OT,20,0,0,0
5379,SEA,2004,2004-10-17,1:02,1:02,@,NWE,6,5,Sun,L 20-30,,20,0,0,0
5380,SEA,2005,2005-10-09,1:02,12:02,@,STL,5,5,Sun,W 37-31,,20,0,0,0
5381,SEA,2005,2005-12-24,4:17,1:17,,IND,16,15,Sat,W 28-13,,20,0,0,0
5382,SEA,2006,2006-12-10,4:05,2:05,@,ARI,14,13,Sun,L 21-27,,20,0,0,0
5383,SEA,2007,2007-09-16,4:05,1:05,@,ARI,2,2,Sun,L 20-23,,20,0,0,0
5384,SEA,2008,2008-09-14,4:06,1:06,,SFO,2,2,Sun,L 30-33,OT,20,0,0,0
5385,SEA,2008,2008-10-12,4:16,1:16,,GNB,6,5,Sun,L 17-27,,20,0,0,0
5386,SEA,2008,2008-11-02,4:16,1:16,,PHI,9,8,Sun,L 7-26,,20,0,0,0
5387,SEA,2008,2008-11-09,1:03,1:03,@,MIA,10,9,Sun,L 19-21,,20,0,0,0
5388,SEA,2009,2009-12-27,1:02,12:02,@,GNB,16,15,Sun,L 10-48,,20,0,0,0
5389,SEA,2011,2011-09-25,4:15,1:15,,ARI,3,3,Sun,W 13-10,,20,5,13,2
5390,SEA,2011,2011-10-23,1:05,1:05,@,CLE,7,6,Sun,L 3-6,,20,5,12,3
5391,SEA,2011,2011-12-01,8:29,5:29,,PHI,13,12,Thu,W 31-14,,20,10,10,0
5392,SEA,2011,2012-01-01,4:15,2:15,@,ARI,17,16,Sun,L 20-23,OT,20,7,11,2
5393,SEA,2012,2012-12-30,4:26,1:26,,STL,17,16,Sun,W 20-13,,20,4,13,3
5394,SEA,2013,2013-10-06,1:03,1:03,@,IND,5,5,Sun,L 28-34,,20,6,12,2
5395,SEA,2014,2014-09-21,4:25,1:25,,DEN,3,3,Sun,W 26-20,OT,20,1,18,1
5396,SEA,2014,2014-11-09,4:26,1:26,,NYG,10,9,Sun,W 38-17,,20,2,15,3
5397,SEA,2014,2014-11-16,1:04,12:04,@,KAN,11,10,Sun,L 20-24,,20,14,4,2
5398,SEA,2016,2016-10-02,1:03,1:03,@,NYJ,4,4,Sun,W 27-17,,20,4,13,3
5399,SEA,2016,2016-11-20,4:25,1:25,,PHI,11,10,Sun,W 26-15,,20,6,13,1
5400,SEA,2017,2017-12-10,4:25,1:00,@,JAX,14,13,Sun,L 24-30,,20,7,12,1
5401,SEA,2018,2018-09-17,8:15,7:15,@,CHI,2,2,Mon,L 17-24,,20,7,11,2
5402,SEA,2018,2018-12-16,4:05,1:05,@,SFO,15,14,Sun,L 23-26,OT,20,2,13,5
5403,SEA,2019,2019-09-29,4:05,2:05,@,ARI,4,4,Sun,W 27-10,,20,6,12,2
5404,SEA,2020,2020-12-27,4:25,1:25,,LAR,16,15,Sun,W 20-9,,20,4,15,1
5405,SEA,2021,2021-10-31,4:05,1:05,,JAX,8,8,Sun,W 31-7,,20,2,17,1
5406,SEA,2021,2021-12-21,7:00,4:00,@,LAR,15,14,Tue,L 10-20,,20,7,11,2
5407,SEA,2021,2022-01-02,4:25,1:25,,DET,17,16,Sun,W 51-29,,20,5,12,3
5408,SEA,2021,2022-01-09,4:25,2:25,@,ARI,18,17,Sun,W 38-30,,20,9,10,1
5409,SFO,2000,2000-11-12,4:00,1:00,,KAN,11,11,Sun,W 21-7,,20,0,0,0
5410,SFO,2001,2001-09-23,4:29,1:29,,STL,2,2,Sun,L 26-30,,20,0,0,0
5411,SFO,2003,2003-09-21,4:15,1:15,,CLE,3,3,Sun,L 12-13,,20,0,0,0
5412,SFO,2005,2005-12-24,1:02,12:02,@,STL,16,15,Sat,W 24-20,,20,0,0,0
5413,SFO,2007,2007-09-10,10:25,7:25,,ARI,1,1,Mon,W 20-17,,20,0,0,0
5414,SFO,2007,2007-09-16,1:02,12:02,@,STL,2,2,Sun,W 17-16,,20,0,0,0
