Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Tot,TO
8273,PIT,2009,2009/11/22,1:00,12:00,@,KAN,11,10,Sun,L 24-27,OT,282,1
8274,OAK,2009,2009/12/27,1:01,1:01,@,CLE,16,15,Sun,L 9-23,,282,1
8275,OAK,2018,2018/11/18,4:05,2:05,@,ARI,11,10,Sun,W 23-21,,282,2
8276,STL,2012,2012/10/4,8:20,7:20,,ARI,5,5,Thu,W 17-3,,282,1
8277,STL,2013,2013/10/20,1:03,1:03,@,CAR,7,7,Sun,L 15-30,,282,
8278,BAL,2005,2005/11/20,1:02,1:02,,PIT,11,10,Sun,W 16-13,OT,282,2
8279,SDG,2005,2005/11/27,1:02,1:02,@,WAS,12,11,Sun,W 23-17,OT,282,
8280,SEA,2017,2017/12/24,4:25,3:25,@,DAL,16,15,Sun,W 21-12,,282,3
8281,SFO,2003,2003/11/30,1:02,1:02,@,BAL,13,12,Sun,L 6-44,,282,2
8282,TAM,2003,2003/11/16,4:15,4:15,,GNB,11,10,Sun,L 13-20,,282,1
8283,TAM,2008,2008/10/12,1:02,1:02,,CAR,6,6,Sun,W 27-3,,282,3
8284,ATL,2017,2017/10/1,1:00,1:00,,BUF,4,4,Sun,L 17-23,,281,
8285,BUF,2007,2007/12/2,1:02,1:02,@,WAS,13,12,Sun,W 17-16,,281,2
8286,CAR,2000,2000/10/29,1:02,1:02,@,ATL,9,8,Sun,L 12-13,,281,3
8287,CAR,2004,2004/9/19,1:00,12:00,@,KAN,2,2,Sun,W 28-17,,281,2
8288,CHI,2007,2007/9/16,4:15,3:15,,KAN,2,2,Sun,W 20-10,,281,2
8289,CLE,2005,2005/11/27,1:02,12:02,@,MIN,12,11,Sun,L 12-24,,281,2
8290,CLE,2008,2008/9/14,8:23,8:23,,PIT,2,2,Sun,L 6-10,,281,
8291,CLE,2010,2010/12/5,1:02,1:02,@,MIA,13,12,Sun,W 13-10,,281,3
8292,CLE,2011,2011/11/13,1:03,1:03,,STL,10,9,Sun,L 12-13,,281,2
8293,IND,2008,2008/10/27,8:39,7:39,@,TEN,8,7,Mon,L 21-31,,281,
8294,ARI,2006,2006/11/19,4:05,2:05,,DET,11,10,Sun,W 17-10,,281,1
8295,ARI,2016,2016/11/13,4:25,2:25,,SFO,10,9,Sun,W 23-20,,281,1
8296,DEN,2002,2002/12/8,4:16,4:16,@,NYJ,14,13,Sun,L 13-19,,281,
8297,DEN,2011,2012/1/1,4:16,2:16,,KAN,17,16,Sun,L 3-7,,281,1
8298,HOU,2008,2008/12/14,1:05,12:05,,TEN,15,14,Sun,W 13-12,,281,2
8299,HOU,2013,2013/12/5,8:29,8:29,@,JAX,14,13,Thu,L 20-27,,281,
8300,HOU,2019,2019/9/15,1:00,12:00,,JAX,2,2,Sun,W 13-12,,281,1
8301,JAX,2001,2001/9/9,1:05,1:05,,PIT,1,1,Sun,W 21-3,,281,4
8302,JAX,2004,2005/1/2,4:15,1:15,@,OAK,17,16,Sun,W 13-6,,281,4
8303,JAX,2021,2021/12/19,1:00,1:00,,HOU,15,14,Sun,L 16-30,,281,1
8304,MIA,2001,2001/11/4,1:01,1:01,,CAR,8,7,Sun,W 23-6,,281,1
8305,MIA,2009,2009/9/13,1:05,1:05,@,ATL,1,1,Sun,L 7-19,,281,
8306,MIA,2012,2012/11/15,8:29,8:29,@,BUF,11,10,Thu,L 14-19,,281,
8307,NOR,2020,2020/10/4,1:00,1:00,@,DET,4,4,Sun,W 35-29,,281,1
8308,NOR,2020,2020/11/15,4:25,3:25,,SFO,10,9,Sun,W 27-13,,281,4
8309,NYJ,2008,2008/11/23,1:02,12:02,@,TEN,12,11,Sun,W 34-13,,281,1
8310,NYJ,2012,2012/11/18,1:00,12:00,@,STL,11,10,Sun,W 27-13,,281,3
8311,NYJ,2019,2019/11/10,1:00,1:00,,NYG,10,9,Sun,W 34-27,,281,2
8312,PHI,2021,2021/12/5,1:00,1:00,@,NYJ,13,13,Sun,W 33-18,,281,1
8313,STL,2012,2012/12/9,1:02,1:02,@,BUF,14,13,Sun,W 15-12,,281,2
8314,BAL,2001,2001/12/23,1:02,1:02,,CIN,15,14,Sun,W 16-0,,281,4
8315,SDG,2004,2004/10/31,4:15,1:15,,OAK,8,8,Sun,W 42-14,,281,3
8316,SDG,2011,2011/12/11,4:15,1:15,,BUF,14,13,Sun,W 37-10,,281,3
8317,SDG,2015,2015/12/24,8:26,5:26,@,OAK,16,15,Thu,L 20-23,OT,281,1
8318,SEA,2001,2001/10/14,4:16,1:16,,DEN,5,5,Sun,W 34-21,,281,3
8319,SEA,2004,2004/9/12,1:06,12:06,@,NOR,1,1,Sun,W 21-7,,281,3
8320,SEA,2011,2011/12/12,8:40,5:40,,STL,14,13,Mon,W 30-13,,281,1
8321,TAM,2005,2005/12/24,1:02,1:02,,ATL,16,15,Sat,W 27-24,OT,281,1
8322,WAS,2008,2008/12/7,8:23,8:23,@,BAL,14,13,Sun,L 10-24,,281,2
8323,WAS,2018,2018/9/16,1:00,1:00,,IND,2,2,Sun,L 9-21,,281,2
8324,ATL,2004,2004/9/19,1:03,1:03,,STL,2,2,Sun,W 34-17,,280,2
8325,ATL,2012,2012/9/23,4:05,1:05,@,SDG,3,3,Sun,W 27-3,,280,4
8326,CAR,2004,2004/12/5,1:03,12:03,@,NOR,13,12,Sun,W 32-21,,280,3
8327,CAR,2021,2022/1/2,1:00,12:00,@,NOR,17,16,Sun,L 10-18,,280,
8328,CHI,2011,2011/10/23,1:05,6:05,@,TAM,7,7,Sun,W 24-18,,280,4
8329,CHI,2016,2016/9/19,8:30,7:30,,PHI,2,2,Mon,L 14-29,,280,
8330,CHI,2021,2021/11/8,8:15,8:15,@,PIT,9,9,Mon,L 27-29,,280,1
8331,CIN,2008,2008/12/14,1:03,1:03,,WAS,15,14,Sun,W 20-13,,280,2
8332,CIN,2012,2012/12/23,1:02,1:02,@,PIT,16,15,Sun,W 13-10,,280,3
8333,CLE,2004,2004/12/26,8:37,8:37,@,MIA,16,15,Sun,L 7-10,,280,2
8334,IND,2000,2000/9/3,1:00,12:00,@,KAN,1,1,Sun,W 27-14,,280,1
8335,IND,2003,2003/9/7,1:06,1:06,@,CLE,1,1,Sun,W 9-6,,280,2
8336,IND,2021,2021/10/24,8:20,5:20,@,SFO,7,7,Sun,W 30-18,,280,4
8337,ARI,2014,2014/12/11,8:25,7:25,@,STL,15,14,Thu,W 12-6,,280,2
8338,DAL,2017,2017/11/30,8:25,7:25,,WAS,13,12,Thu,W 38-14,,280,4
8339,HOU,2017,2017/9/10,1:00,12:00,,JAX,1,1,Sun,L 7-29,,280,
8340,JAX,2011,2011/12/11,1:03,1:03,,TAM,14,13,Sun,W 41-14,,280,7
8341,KAN,2014,2014/12/14,1:03,12:03,,OAK,15,14,Sun,W 31-13,,280,1
8342,KAN,2015,2015/12/13,1:03,12:03,,SDG,14,13,Sun,W 10-3,,280,1
8343,MIA,2010,2010/12/12,4:15,4:15,@,NYJ,14,13,Sun,W 10-6,,280,2
8344,MIA,2011,2011/9/25,1:02,1:02,@,CLE,3,3,Sun,L 16-17,,280,1
8345,MIN,2006,2006/12/10,1:03,1:03,@,DET,14,13,Sun,W 30-20,,280,6
8346,MIN,2011,2011/12/11,1:03,1:03,@,DET,14,13,Sun,L 28-34,,280,
8347,MIN,2012,2012/9/23,1:05,12:05,,SFO,3,3,Sun,W 24-13,,280,3
8348,NOR,2014,2014/12/28,1:03,1:03,@,TAM,17,16,Sun,W 23-20,,280,1
8349,NWE,2016,2017/1/1,1:00,1:00,@,MIA,17,16,Sun,W 35-14,,280,2
8350,NYJ,2014,2014/10/26,1:02,1:02,,BUF,8,8,Sun,L 23-43,,280,
8351,NYJ,2015,2015/11/12,8:26,8:26,,BUF,10,9,Thu,L 17-22,,280,
8352,NYJ,2016,2016/11/13,1:00,1:00,,LAR,10,10,Sun,L 6-9,,280,
8353,TEN,2003,2003/9/7,8:51,7:51,,OAK,1,1,Sun,W 25-20,,280,1
8354,TEN,2018,2018/12/2,4:05,3:05,,NYJ,13,12,Sun,W 26-22,,280,1
8355,BAL,2010,2010/12/26,1:02,1:02,@,CLE,16,15,Sun,W 20-10,,280,4
8356,BAL,2012,2012/11/25,4:05,1:05,@,SDG,12,11,Sun,W 16-13,OT,280,
8357,LAC,2020,2020/11/15,4:05,4:05,@,MIA,10,9,Sun,L 21-29,,280,1
8358,SEA,2017,2017/11/26,4:05,1:05,@,SFO,12,11,Sun,W 24-13,,280,1
8359,SFO,2001,2001/11/18,1:02,1:02,@,CAR,10,9,Sun,W 25-22,OT,280,
8360,SFO,2007,2007/12/9,4:05,1:05,,MIN,14,13,Sun,L 7-27,,280,1
8361,SFO,2020,2021/1/3,4:25,2:25,,SEA,17,16,Sun,L 23-26,,280,
8362,TAM,2006,2006/12/10,1:02,1:02,,ATL,14,13,Sun,L 6-17,,280,1
8363,WAS,2004,2004/10/3,1:02,1:02,@,CLE,4,4,Sun,L 13-17,,280,1
8364,WAS,2020,2020/12/27,4:05,4:05,,CAR,16,15,Sun,L 13-20,,280,2
8365,ATL,2009,2009/10/11,4:05,1:05,@,SFO,5,4,Sun,W 45-10,,279,3
8366,ATL,2017,2017/10/29,1:00,1:00,@,NYJ,8,7,Sun,W 25-20,,279,1
8367,ATL,2019,2019/11/28,8:20,8:20,,NOR,13,12,Thu,L 18-26,,279,
8368,BUF,2000,2000/9/17,1:03,1:03,@,NYJ,3,3,Sun,L 14-27,,279,1
8369,BUF,2003,2003/10/5,1:02,1:02,,CIN,5,5,Sun,W 22-16,OT,279,2
8370,CAR,2004,2004/9/13,9:09,9:09,,GNB,1,1,Mon,L 14-24,,279,
8371,CAR,2008,2008/12/14,4:15,4:15,,DEN,15,14,Sun,W 30-10,,279,2
8372,CAR,2017,2017/10/29,1:00,1:00,@,TAM,8,8,Sun,W 17-3,,279,3
8373,CHI,2018,2018/12/23,4:05,1:05,@,SFO,16,15,Sun,W 14-9,,279,1
8374,CHI,2020,2020/12/27,1:00,1:00,@,JAX,16,15,Sun,W 41-17,,279,2
8375,CIN,2009,2009/10/25,4:16,4:16,,CHI,7,7,Sun,W 45-10,,279,4
8376,CIN,2012,2012/10/7,1:03,1:03,,MIA,5,5,Sun,L 13-17,,279,2
8377,IND,2009,2009/10/4,1:03,1:03,,SEA,4,4,Sun,W 34-17,,279,2
8378,IND,2019,2019/10/27,1:00,1:00,,DEN,8,7,Sun,W 15-13,,279,
8379,ARI,2004,2004/10/3,4:05,1:05,,NOR,4,4,Sun,W 34-10,,279,2
8380,DAL,2001,2001/11/22,4:15,3:15,,DEN,11,10,Thu,L 24-26,,279,1
8381,DET,2004,2004/10/10,1:05,1:05,@,ATL,5,4,Sun,W 17-10,,279,4
8382,DET,2012,2012/11/4,1:04,1:04,@,JAX,9,8,Sun,W 31-14,,279,2
8383,DET,2013,2013/12/22,4:05,4:05,,NYG,16,15,Sun,L 20-23,OT,279,2
8384,DET,2018,2018/12/9,4:25,2:25,@,ARI,14,13,Sun,W 17-3,,279,1
8385,GNB,2009,2009/11/8,1:03,1:03,@,TAM,9,8,Sun,L 28-38,,279,1
8386,JAX,2005,2005/11/6,1:01,1:01,,HOU,9,8,Sun,W 21-14,,279,1
8387,NOR,2000,2000/11/26,1:02,12:02,@,STL,13,12,Sun,W 31-24,,279,4
8388,NOR,2005,2005/12/24,1:06,12:06,,DET,16,15,Sat,L 12-13,,279,1
8389,NOR,2010,2010/10/31,8:30,7:30,,PIT,8,8,Sun,W 20-10,,279,2
8390,NOR,2017,2017/12/3,4:25,12:00,,CAR,13,12,Sun,W 31-21,,279,1
8391,NOR,2018,2018/12/9,1:00,1:00,@,TAM,14,13,Sun,W 28-14,,279,1
8392,NWE,2004,2004/12/26,4:05,4:05,@,NYJ,16,15,Sun,W 23-7,,279,3
8393,NWE,2006,2006/10/1,4:15,4:15,@,CIN,4,4,Sun,W 38-13,,279,2
8394,NYG,2002,2002/9/5,8:38,8:38,,SFO,1,1,Thu,L 13-16,,279,1
8395,NYJ,2002,2002/11/10,8:35,8:35,,MIA,10,9,Sun,W 13-10,,279,2
8396,NYJ,2002,2002/11/17,4:16,4:16,@,DET,11,10,Sun,W 31-14,,279,1
8397,TEN,2011,2011/11/13,1:04,1:04,@,CAR,10,9,Sun,W 30-3,,279,2
8398,PHI,2005,2006/1/1,4:16,4:16,,WAS,17,16,Sun,L 20-31,,279,1
8399,PIT,2003,2003/12/28,8:36,8:36,@,BAL,17,16,Sun,L 10-13,OT,279,2
8400,PIT,2005,2005/10/10,9:00,6:00,@,SDG,5,4,Mon,W 24-22,,279,2
8401,PIT,2011,2011/11/13,1:02,1:02,@,CIN,10,10,Sun,W 24-17,,279,2
8402,PIT,2013,2013/10/27,4:05,1:05,@,OAK,8,7,Sun,L 18-21,,279,3
8403,PIT,2013,2013/12/15,8:30,8:30,,CIN,15,14,Sun,W 30-20,,279,1
8404,PIT,2019,2019/12/1,1:00,1:00,,CLE,13,12,Sun,W 20-13,,279,2
8405,LAR,2020,2020/10/26,8:15,5:15,,CHI,7,7,Mon,W 24-10,,279,2
8406,BAL,2002,2002/9/15,1:02,1:02,,TAM,2,2,Sun,L 0-25,,279,
8407,SDG,2010,2010/10/10,4:15,1:15,@,OAK,5,5,Sun,L 27-35,,279,
8408,SDG,2012,2012/11/11,1:03,1:03,@,TAM,10,9,Sun,L 24-34,,279,
8409,SEA,2017,2017/11/20,8:30,5:30,,ATL,11,10,Mon,L 31-34,,279,1
8410,SFO,2007,2007/10/21,1:03,1:03,@,NYG,7,6,Sun,L 15-33,,279,1
8411,SFO,2010,2011/1/2,4:15,1:15,,ARI,17,16,Sun,W 38-7,,279,2
8412,TAM,2005,2005/12/4,1:05,12:05,@,NOR,13,12,Sun,W 10-3,,279,4
8413,ATL,2010,2010/11/7,1:02,1:02,,TAM,9,8,Sun,W 27-21,,278,2
8414,BUF,2014,2014/11/9,1:02,1:02,,KAN,10,9,Sun,L 13-17,,278,1
8415,BUF,2016,2016/11/7,8:30,5:30,@,SEA,9,9,Mon,L 25-31,,278,
8416,CAR,2000,2000/12/3,1:04,1:04,,STL,14,13,Sun,W 16-3,,278,7
8417,CAR,2016,2016/12/11,1:00,1:00,,SDG,14,13,Sun,W 28-16,,278,5
8418,CHI,2005,2005/10/9,1:03,1:03,@,CLE,5,4,Sun,L 10-20,,278,2
8419,CHI,2005,2005/10/30,1:04,1:04,@,DET,8,7,Sun,W 19-13,OT,278,1
8420,CHI,2008,2008/12/7,1:02,12:02,,JAX,14,13,Sun,W 23-10,,278,1
8421,CIN,2010,2010/12/19,1:02,1:02,,CLE,15,14,Sun,W 19-17,,278,
8422,CIN,2013,2013/9/16,8:41,8:41,,PIT,2,2,Mon,W 20-10,,278,2
8423,CIN,2021,2021/11/21,4:05,1:05,@,LVR,11,10,Sun,W 32-13,,278,2
8424,CLE,2005,2005/12/11,1:03,1:03,@,CIN,14,13,Sun,L 20-23,,278,1
8425,CLE,2013,2013/11/3,4:25,4:25,,BAL,9,9,Sun,W 24-18,,278,2
8426,IND,2006,2006/12/18,8:40,8:40,,CIN,15,14,Mon,W 34-16,,278,1
8427,DAL,2013,2013/10/20,1:02,1:02,@,PHI,7,7,Sun,W 17-3,,278,3
8428,DAL,2021,2021/10/31,8:20,6:20,@,MIN,8,7,Sun,W 20-16,,278,
8429,DEN,2000,2000/10/15,4:06,2:06,,CLE,7,7,Sun,W 44-10,,278,3
8430,DEN,2012,2012/12/16,1:02,1:02,@,BAL,15,14,Sun,W 34-17,,278,2
8431,GNB,2009,2009/11/15,4:15,3:15,,DAL,10,9,Sun,W 17-7,,278,3
8432,GNB,2020,2020/12/6,4:25,3:25,,PHI,13,12,Sun,W 30-16,,278,1
8433,HOU,2002,2002/12/1,4:00,4:00,@,IND,13,12,Sun,L 3-19,,278,1
8434,HOU,2011,2011/10/9,1:02,12:02,,OAK,5,5,Sun,L 20-25,,278,1
8435,HOU,2014,2014/12/14,1:02,1:02,@,IND,15,14,Sun,L 10-17,,278,2
8436,HOU,2018,2018/11/18,1:00,1:00,@,WAS,11,10,Sun,W 23-21,,278,2
8437,KAN,2000,2000/12/17,1:00,12:00,,DEN,16,15,Sun,W 20-7,,278,1
8438,KAN,2019,2019/12/8,4:25,4:25,@,NWE,14,13,Sun,W 23-16,,278,1
8439,MIA,2008,2008/11/30,1:00,12:00,@,STL,13,12,Sun,W 16-12,,278,3
8440,MIN,2012,2012/9/16,1:03,1:03,@,IND,2,2,Sun,L 20-23,,278,
8441,NOR,2000,2000/10/22,1:05,1:05,@,ATL,8,7,Sun,W 21-19,,278,
8442,NOR,2014,2014/12/15,8:30,7:30,@,CHI,15,14,Mon,W 31-15,,278,3
8443,NWE,2006,2006/11/12,1:02,1:02,,NYJ,10,9,Sun,L 14-17,,278,1
8444,NWE,2018,2018/12/2,4:25,4:25,,MIN,13,12,Sun,W 24-10,,278,2
8445,NYG,2004,2004/10/10,1:03,12:03,@,DAL,5,5,Sun,W 26-10,,278,2
8446,PHI,2003,2003/11/2,4:15,4:15,@,ATL,9,8,Sun,W 23-16,,278,2
8447,PHI,2006,2006/11/12,1:02,1:02,,WAS,10,9,Sun,W 27-3,,278,1
8448,PHI,2011,2011/11/20,8:32,8:32,@,NYG,11,10,Sun,W 17-10,,278,2
8449,PIT,2001,2001/10/21,1:01,1:01,@,TAM,6,5,Sun,W 17-10,,278,1
8450,PIT,2004,2004/12/18,1:37,1:37,@,NYG,15,14,Sat,W 33-30,,278,1
8451,PIT,2006,2006/9/7,8:37,8:37,,MIA,1,1,Thu,W 28-17,,278,2
8452,OAK,2007,2007/9/30,1:32,1:32,@,MIA,4,4,Sun,W 35-17,,278,2
8453,SDG,2001,2001/10/7,1:02,1:02,@,CLE,4,4,Sun,L 16-20,,278,1
8454,LAC,2019,2019/11/7,8:20,5:20,@,OAK,10,10,Thu,L 24-26,,278,
8455,SFO,2003,2003/9/14,1:02,12:02,@,STL,2,2,Sun,L 24-27,OT,278,4
8456,SFO,2021,2021/11/15,8:15,5:15,,LAR,10,9,Mon,W 31-10,,278,2
8457,SFO,2021,2021/12/23,8:20,7:20,@,TEN,16,15,Thu,L 17-20,,278,
8458,TAM,2000,2000/9/3,1:02,1:02,@,NWE,1,1,Sun,W 21-16,,278,1
8459,TAM,2007,2007/10/21,1:03,1:03,@,DET,7,7,Sun,L 16-23,,278,
8460,TAM,2010,2010/9/19,1:03,1:03,@,CAR,2,2,Sun,W 20-7,,278,3
8461,TAM,2012,2012/12/30,1:02,1:02,@,ATL,17,16,Sun,W 22-17,,278,
8462,WAS,2013,2013/12/29,1:04,1:04,@,NYG,17,16,Sun,L 6-20,,278,3
8463,WAS,2019,2019/12/1,1:00,1:00,@,CAR,13,12,Sun,W 29-21,,278,2
8464,ATL,2004,2004/11/21,4:15,4:15,@,NYG,11,10,Sun,W 14-10,,277,2
8465,BUF,2016,2016/10/2,1:02,1:02,@,NWE,4,4,Sun,W 16-0,,277,1
8466,CAR,2005,2005/12/18,1:03,12:03,@,NOR,15,14,Sun,W 27-10,,277,6
8467,CAR,2007,2007/11/11,1:03,1:03,,ATL,10,9,Sun,L 13-20,,277,1
8468,CHI,2000,2000/11/26,1:02,1:02,@,NYJ,13,12,Sun,L 10-17,,277,1
8469,CIN,2006,2006/10/22,1:03,1:03,,CAR,7,6,Sun,W 17-14,,277,1
8470,CLE,2020,2020/10/18,1:00,1:00,@,PIT,6,6,Sun,L 7-38,,277,
8471,IND,2006,2006/10/8,1:02,1:02,,TEN,5,5,Sun,W 14-13,,277,1
8472,DAL,2001,2001/12/2,4:15,4:15,@,WAS,12,11,Sun,W 20-14,,277,1
8473,DAL,2005,2005/12/4,1:03,1:03,@,NYG,13,12,Sun,L 10-17,,277,2
8474,DEN,2000,2000/10/8,4:15,1:15,@,SDG,6,6,Sun,W 21-7,,277,3
8475,DEN,2001,2001/12/9,8:35,6:35,,SEA,13,13,Sun,W 20-7,,277,2
8476,DEN,2003,2003/10/26,1:02,1:02,@,BAL,8,8,Sun,L 6-26,,277,
8477,DEN,2012,2012/11/18,4:25,2:25,,SDG,11,10,Sun,W 30-23,,277,3
8478,GNB,2021,2021/10/17,1:00,12:00,@,CHI,6,6,Sun,W 24-14,,277,1
8479,HOU,2002,2002/12/29,1:03,12:03,,TEN,17,16,Sun,L 3-13,,277,
8480,JAX,2016,2016/11/20,1:00,1:00,@,DET,11,10,Sun,L 19-26,,277,2
8481,KAN,2016,2016/10/30,1:02,1:02,@,IND,8,7,Sun,W 30-14,,277,2
8482,MIA,2003,2003/11/23,8:37,8:37,,WAS,12,11,Sun,W 24-23,,277,2
8483,NOR,2010,2010/10/17,1:02,1:02,@,TAM,6,6,Sun,W 31-6,,277,1
8484,NWE,2001,2001/12/9,1:02,1:02,,CLE,13,13,Sun,W 27-16,,277,4
8485,NWE,2003,2003/11/3,9:09,7:09,@,DEN,9,9,Mon,W 30-26,,277,1
8486,NWE,2012,2012/12/2,1:02,1:02,@,MIA,13,12,Sun,W 23-16,,277,1
8487,NYG,2007,2007/10/7,1:02,1:02,,NYJ,5,5,Sun,W 35-24,,277,3
8488,NYJ,2008,2008/9/7,1:02,1:02,@,MIA,1,1,Sun,W 20-14,,277,1
8489,NYJ,2019,2019/12/1,1:00,1:00,@,CIN,13,12,Sun,L 6-22,,277,
8490,TEN,2013,2013/9/22,1:03,12:03,,SDG,3,3,Sun,W 20-17,,277,1
8491,TEN,2014,2014/12/14,4:05,3:05,,NYJ,15,14,Sun,L 11-16,,277,
8492,PIT,2002,2002/12/23,9:05,9:05,@,TAM,16,15,Mon,W 17-7,,277,3
8493,PIT,2019,2019/10/6,1:00,1:00,,BAL,5,5,Sun,L 23-26,OT,277,3
8494,STL,2007,2007/12/16,1:00,12:00,,GNB,15,14,Sun,L 14-33,,277,3
8495,STL,2008,2008/9/28,4:05,3:05,,BUF,4,4,Sun,L 14-31,,277,1
8496,BAL,2002,2002/12/15,1:02,12:02,@,HOU,15,14,Sun,W 23-19,,277,2
8497,BAL,2015,2015/12/20,1:02,1:02,,KAN,15,14,Sun,L 14-34,,277,
8498,BAL,2016,2016/11/6,1:00,1:00,,PIT,9,8,Sun,W 21-14,,277,1
8499,BAL,2016,2016/12/4,1:00,1:00,,MIA,13,12,Sun,W 38-6,,277,3
8500,SDG,2003,2003/10/19,1:02,1:02,@,CLE,7,6,Sun,W 26-20,,277,2
8501,SDG,2008,2008/12/14,1:00,12:00,@,KAN,15,14,Sun,W 22-21,,277,2
8502,SFO,2018,2018/11/12,8:15,5:15,,NYG,10,10,Mon,L 23-27,,277,
8503,SFO,2020,2020/9/20,1:00,1:00,@,NYJ,2,2,Sun,W 31-13,,277,
8504,TAM,2000,2000/10/19,8:35,8:35,,DET,8,7,Thu,L 14-28,,277,
8505,TAM,2009,2009/10/4,1:00,1:00,@,WAS,4,4,Sun,L 13-16,,277,4
8506,TAM,2013,2013/12/22,1:00,12:00,@,STL,16,15,Sun,L 13-23,,277,2
8507,WAS,2004,2004/9/19,1:04,1:04,@,NYG,2,2,Sun,L 14-20,,277,1
8508,ATL,2001,2001/10/21,12:03,12:03,@,NOR,6,6,Sun,W 20-13,,276,1
8509,ATL,2015,2015/11/22,1:02,1:02,,IND,11,10,Sun,L 21-24,,276,3
8510,BUF,2014,2014/10/19,1:02,1:02,,MIN,7,7,Sun,W 17-16,,276,2
8511,BUF,2015,2015/10/11,1:03,12:03,@,TEN,5,5,Sun,W 14-13,,276,1
8512,CHI,2018,2018/9/17,8:15,7:15,,SEA,2,2,Mon,W 24-17,,276,2
8513,CIN,2000,2000/12/17,1:02,1:02,,JAX,16,15,Sun,W 17-14,,276,1
8514,CIN,2001,2001/10/28,1:00,1:00,@,DET,7,7,Sun,W 31-27,,276,3
8515,CIN,2017,2017/12/24,1:00,1:00,,DET,16,15,Sun,W 26-17,,276,1
8516,IND,2017,2017/10/29,1:00,1:00,@,CIN,8,8,Sun,L 23-24,,276,2
8517,IND,2017,2017/11/26,1:00,1:00,,TEN,12,11,Sun,L 16-20,,276,2
8518,ARI,2015,2015/10/26,8:30,5:30,,BAL,7,7,Mon,W 26-18,,276,2
8519,DAL,2000,2000/10/22,1:00,12:00,,ARI,8,7,Sun,W 48-7,,276,3
8520,DAL,2001,2001/9/30,8:38,8:38,@,PHI,3,3,Sun,L 18-40,,276,3
8521,DAL,2008,2008/10/12,4:15,1:15,@,ARI,6,6,Sun,L 24-30,OT,276,3
8522,DAL,2016,2016/12/18,8:30,7:30,,TAM,15,14,Sun,W 26-20,,276,4
8523,DEN,2006,2006/9/17,4:16,2:16,,KAN,2,2,Sun,W 9-6,OT,276,2
8524,DEN,2017,2017/10/30,8:30,7:30,@,KAN,8,7,Mon,L 19-29,,276,2
8525,DEN,2018,2018/12/30,4:25,2:25,,LAC,17,16,Sun,L 9-23,,276,4
8526,DET,2009,2009/10/4,1:02,12:02,@,CHI,4,4,Sun,L 24-48,,276,
8527,GNB,2010,2010/9/27,8:40,7:40,@,CHI,3,3,Mon,L 17-20,,276,1
8528,KAN,2015,2015/11/1,9:36,2:36,,DET,8,8,Sun,W 45-10,,276,2
8529,KAN,2021,2021/10/17,1:00,1:00,@,WAS,6,6,Sun,W 31-13,,276,2
8530,KAN,2021,2021/11/21,4:25,3:25,,DAL,11,11,Sun,W 19-9,,276,3
8531,MIA,2006,2006/10/1,1:02,12:02,@,HOU,4,4,Sun,L 15-17,,276,2
8532,MIN,2017,2017/10/29,9:30,2:30,@,CLE,8,8,Sun,W 33-16,,276,2
8533,NWE,2008,2008/12/28,1:02,1:02,@,BUF,17,16,Sun,W 13-0,,276,1
8534,NWE,2009,2009/9/14,7:10,7:10,,BUF,1,1,Mon,W 25-24,,276,1
8535,NWE,2019,2019/12/1,8:20,7:20,@,HOU,13,12,Sun,L 22-28,,276,
8536,PIT,2010,2010/12/19,4:15,4:15,,NYJ,15,14,Sun,L 17-22,,276,
8537,OAK,2013,2013/10/27,4:05,1:05,,PIT,8,7,Sun,W 21-18,,276,2
8538,BAL,2005,2005/10/23,4:15,3:15,@,CHI,7,6,Sun,L 6-10,,276,
8539,BAL,2006,2006/12/10,1:00,12:00,@,KAN,14,13,Sun,W 20-10,,276,3
8540,SDG,2000,2000/12/10,1:02,1:02,@,BAL,15,14,Sun,L 3-24,,276,3
8541,SDG,2003,2003/12/7,1:03,1:03,@,DET,14,13,Sun,W 14-7,,276,
8542,SEA,2018,2018/12/10,8:15,5:15,,MIN,14,13,Mon,W 21-7,,276,1
8543,TAM,2005,2005/12/11,1:03,1:03,@,CAR,14,13,Sun,W 20-10,,276,1
8544,TAM,2017,2017/12/3,1:00,12:00,@,GNB,13,12,Sun,L 20-26,OT,276,1
8545,BUF,2002,2002/12/8,1:02,1:02,@,NWE,14,13,Sun,L 17-27,,275,
8546,BUF,2004,2004/12/19,1:03,1:03,@,CIN,15,14,Sun,W 33-17,,275,4
8547,BUF,2005,2005/10/16,4:15,4:15,,NYJ,6,6,Sun,W 27-17,,275,3
8548,BUF,2006,2006/12/10,4:15,4:15,@,NYJ,14,13,Sun,W 31-13,,275,3
8549,BUF,2021,2021/12/19,1:00,1:00,,CAR,15,14,Sun,W 31-14,,275,1
8550,CHI,2005,2005/11/27,1:02,1:02,@,TAM,12,11,Sun,W 13-10,,275,1
8551,CIN,2009,2009/11/22,4:15,1:15,@,OAK,11,10,Sun,L 17-20,,275,3
8552,CLE,2002,2002/12/22,4:15,4:15,@,BAL,16,15,Sun,W 14-13,,275,1
8553,CLE,2013,2013/9/8,1:02,1:02,,MIA,1,1,Sun,L 10-23,,275,1
8554,CLE,2018,2018/9/16,1:00,12:00,@,NOR,2,2,Sun,L 18-21,,275,2
